,P_1,P_2,P_3,P_Z,P_I,P_P,Q_1,Q_2,Q_3,Q_Z,Q_I,Q_P
80,55772,66839.5,70380.5,0.226506265543754,0.252398002394066,0.521095732062181,13980.0831689985,14235.0491376252,18853.8699364043,2.29779889240679,-5.30680431560862,4.00900542320182
85,57749,68141.5,70277.5,0.224134793549545,0.246765354041098,0.529099852409358,15385.8338441901,16030.9894954374,18628.9713763197,2.25795783164501,-5.14259056336488,3.88463273171985
90,55557,66961.5,68741.5,0.222270525784611,0.246180521467075,0.531548952748315,14990.871371375,16400.2371570345,18331.1154562192,2.25872190591067,-5.14487584889281,3.88615394298213
95,53521,66107.5,64806.5,0.22123052257674,0.248745892629251,0.530023584794011,16394.9592925593,16713.5333621804,16219.2216004713,2.27687425648969,-5.19351463705907,3.91664038056938
100,54056,67184.5,64264.5,0.219183130627297,0.246985604163284,0.533831265209421,17149.4335742391,18472.9350985375,15308.8277995822,2.25936972309121,-5.13960994746581,3.88024022437459
105,48917,64127,65546,0.215209656562437,0.248819023927856,0.535971319509708,16010.4954631849,18239.2092511404,13841.8441275282,2.23766226414656,-5.09014275929745,3.85248049515087
110,48856,64116,59107,0.214163725022427,0.251728816031333,0.53410745894624,16399.2879515437,18684.151464871,13956.8961003883,2.26733043456984,-5.17280276233996,3.9054723277701
115,49090,64420,59758,0.212441834311592,0.249208887301009,0.5383492783874,16691.5527437649,19311.5581852699,15030.3069406703,2.26396434390071,-5.15104638858436,3.88708204468363
120,48970,64313,60268,0.21199532246142,0.250390976608968,0.537613700929612,16944.6501017769,19248.2838457668,16821.8885617259,2.26680263198555,-5.14795635825792,3.88115372627236
125,49223,72354,60667,0.213994031508426,0.248416239179624,0.53758972931195,17577.393496807,18036.6058215308,16461.0967835612,2.26957943133022,-5.17020396406975,3.90062453273951
130,48830,63077,43839,0.20652949003158,0.254304084543513,0.539166425424908,18999.3971452635,17078.8622929046,15609.2224220651,2.26496560929482,-5.16088370580439,3.89591809650956
135,45967,62381.8,47536.8,0.205894429847673,0.256397793398807,0.537707776753519,18491.8355888587,15873.5135654972,15115.6825739416,2.23815350776153,-5.09104558247238,3.85289207471084
140,47656,57329,47980,0.203394988932223,0.26023380976445,0.536371201303327,17805.385736991,15736.1569906026,15655.5645650336,2.23819669698088,-5.07180405047172,3.83360735349083
145,43266,56234,40070,0.203384560941526,0.268446482915078,0.528168956143396,16375.3856642229,14498.9006776812,13871.2281910487,2.25104984069774,-5.16835351809545,3.91730367739769
150,42746,56818,40590,0.205063522782313,0.268582459864326,0.526354017353361,17199.8768405896,15259.0016696512,14529.28132188,2.27387336993611,-5.2224340261143,3.94856065617818
155,54154.2,56778,47412,0.210230229223361,0.265062050522038,0.524707720254601,16892.6174122797,15204.8395993533,14997.5114342023,2.27049127843423,-5.22812253254581,3.95763125411156
160,49882.2,53271,42042,0.203124934073232,0.266258368375624,0.530616697551144,15619.943115842,16555.2135857568,16022.5557341511,2.26789979079259,-5.2118118041742,3.9439120133816
165,40282,48256,40362,0.202217597442335,0.27248854104672,0.525293861510946,14115.9385984979,14405.8108054821,13862.1159218436,2.33308821974449,-5.4847002283114,4.1516120085669
170,39398,48620,40440,0.203284863057598,0.276363755339612,0.52035138160279,12954.4244324041,15062.1437914589,14339.458303371,2.32650209136464,-5.45661914126978,4.13011704990513
175,43403,48257,47450,0.206268307994582,0.268383440481015,0.525348251524404,14017.4396884455,14959.2742742681,15060.7857737053,2.33809844388982,-5.43412518203862,4.09602673814879
180,39982,50822,40500,0.20399753408451,0.267630297888967,0.528372168026523,14513.7068649396,14592.2767527598,14415.3875107746,2.36037927696705,-5.53032326928987,4.16994399232279
185,40952,41356,42310,0.199845586534333,0.26486868880519,0.535285724660477,15741.229051298,15265.7184322532,16705.9186007836,2.3593043147941,-5.49449243614626,4.13518812135215
190,45862,45375,49510,0.203572195885644,0.26498274898478,0.531445055129577,17803.9725190961,15704.538287632,17667.6885612293,2.31496609302689,-5.31645116934425,4.00148507631735
195,42547,47197,42840,0.201703833628835,0.265653050656164,0.532643115715001,17761.190123038,14383.614233613,17376.6265995155,2.31823718275073,-5.36017564993708,4.04193846718634
200,43472,48644,44850,0.200069073617796,0.259738650474823,0.540192275907381,18773.5795550861,16417.8586713882,19920.2550475365,2.27137418838936,-5.12579769020537,3.854423501816
205,41722,45744,43520,0.19825388665648,0.262048840514835,0.539697272828686,16356.4997860712,16071.6211034694,18237.1576167564,2.27505683396099,-5.17308210348905,3.89802526952805
210,45698,43499,49250,0.19878632125733,0.259996702856358,0.541216975886312,17378.8104052584,15385.5245560753,17338.6619958137,2.28122097108023,-5.19943503214265,3.91821406106241
215,41918,42329,44210,0.194472685005324,0.259478098264179,0.546049216730497,16670.1378028247,15469.8272438792,19110.3435018979,2.2603811746257,-5.11559571175962,3.85521453713391
220,41283,42904,40338,0.193261581667773,0.259341537369852,0.547396880962375,15979.9407342884,16310.8691913157,19464.6798031148,2.28367981056729,-5.19394441630558,3.91026460573827
225,44060,46405,46968,0.195265118143326,0.252181260440235,0.552553621416439,16090.7475601585,16435.8000344538,19705.1222932262,2.28273255929911,-5.18173704971224,3.89900449041311
230,37350,42305,36174,0.191588747554931,0.258876824835528,0.549534427609541,15078.3581281104,15891.640714728,17589.0256730642,2.3194964673116,-5.35536972198935,4.03587325467774
235,36950,42645,36354,0.192105102061516,0.261608733260655,0.546286164677829,14572.1634120863,16483.1711497151,17740.8840878714,2.32837509870277,-5.3885201912637,4.06014509256092
240,42780,44201,44754,0.197078767479298,0.257229986100359,0.545691246420343,14470.9244688815,17441.0668732772,16817.0787311275,2.34561014376828,-5.46695802102878,4.12134787726049
245,35080,35181,44041,0.190834229374524,0.264283134252978,0.544882636372499,15521.2785046315,16757.7040066447,19158.2292927388,2.32688407104996,-5.36343328487833,4.03654921382835
250,31970,34871,36871,0.187500789756527,0.262342853949182,0.550156356294291,15660.4820515381,16643.8101955393,18234.4239359949,2.33633710996478,-5.37474488224007,4.03840777227528
255,39110,43943,39451,0.195292220973199,0.260331138803097,0.544376640223705,13901.4554133544,17322.6133091279,18095.2203890883,2.35051721012501,-5.4378388628698,4.08732165274477
260,38570,43835,42141,0.195434779770713,0.264028714632179,0.540536505597108,12547.38454799,16315.3843116431,16677.8751842208,2.35047954572915,-5.48807260113015,4.13759305540098
265,29920,31615,35805,0.186808317756093,0.273550096175624,0.539641586068283,13066.2341319147,17193.0650366758,16819.812411889,2.33028483904039,-5.41514205576017,4.08485721671976
270,41658.32,34335,39205,0.192637955021226,0.265334133582935,0.54202791139584,13534.464244237,16263.6900094223,17718.3080328317,2.32122643844239,-5.34794739019633,4.02672095175393
275,44620,49700,45305,0.196605137249307,0.258958316806407,0.544436545944287,16799.4201625923,16197.6819891577,17288.0425242113,2.26562208724595,-5.15540394173738,3.88978185449142
280,39160,42657.24,35665,0.189265899096982,0.264516949504686,0.546217151398332,17368.8892181193,15235.912028712,16642.6442612806,2.28444999567919,-5.24585993975648,3.96140994407727
285,33550,32026.24,33018,0.180181588270956,0.260598727685239,0.559219684043805,17659.9511798332,16853.4106751737,13605.4759651361,2.28967468937602,-5.26126012079114,3.9715854314151
290,33490,37216,36715,0.183588750208816,0.258490690483729,0.557920559307455,18242.0751032609,16354.4034655272,14829.8088572727,2.28565244528194,-5.24593834944316,3.9602859041612
295,41260,48686,40570,0.189509786139268,0.253297525569751,0.557192688290982,20013.7566093451,15481.2175803856,14931.0478004775,2.26462488251556,-5.17410760385602,3.90948272134044
300,41230,38248,34709,0.184037247180049,0.257763111359757,0.558199641460195,19988.4468735439,14848.4741853555,15690.7954879739,2.24256531269202,-5.10373287556701,3.86116756287499
305,38480,32221.76,39429.76,0.180885161869678,0.258237149558264,0.560877688572058,20409.6001129593,17565.6258763029,14364.7680391722,2.223491073982,-5.0062910252703,3.7827999512883
310,37900,49066.76,45818.76,0.190030072012866,0.259169888735725,0.550800039251409,19599.6885673208,17271.0213158936,14217.1574475908,2.26025400088715,-5.1233449068365,3.86309090594934
315,37635,45654,35405,0.190905136123423,0.261353705758389,0.547741158118188,17396.2436487752,15741.0180768414,14928.5637307861,2.29132955471688,-5.27260214034423,3.98127258562734
320,45180.74,42795,42205.69,0.194645072050641,0.263433240080087,0.541921687869272,15621.7261529428,15795.1801471393,16630.5923089238,2.28237392835609,-5.23306477445023,3.95069084609413
325,40498.74,31056,38453.69,0.19069772766018,0.273663450697643,0.535638821642177,16770.380833163,14456.7488259242,15726.629326458,2.31051549429717,-5.34272364613526,4.03220815183807
330,36946.74,36628,39300,0.191691377989323,0.2736315500184,0.534677071992277,15405.6821717121,15015.032162918,16148.2381793336,2.30044712274409,-5.31781026999993,4.01736314725583
335,38924.74,45926.01,37077.01,0.196779203138607,0.273017974034136,0.530202822827257,14734.0193491786,13958.2995387245,15180.1982918216,2.30086930407462,-5.35352806595036,4.05265876187573
340,44997.74,49598.01,38641.01,0.199053684591506,0.267327284643569,0.533619030764926,14060.992348464,16104.9222607236,15080.9918632635,2.30569058735915,-5.33434448660371,4.02865389924455
345,41240.74,35537.01,46424.01,0.195212543477118,0.268629887741332,0.536157568781551,12894.7280920611,15618.9740690141,14903.0254569878,2.29455683925932,-5.32344610074454,4.02888926148521
350,31509.74,38417.01,34460.01,0.183491112138375,0.264711719368851,0.551797168492775,14529.2795005669,16741.9657089593,16668.5793701156,2.27624730457633,-5.22047221100714,3.9442249064308
355,49858.74,43608.01,36721.01,0.187973060603451,0.252110306838455,0.559916632558094,14696.9309406544,15647.0660971152,16768.8672296856,2.26354280058204,-5.17403208929984,3.91048928871779
360,48130.74,49061.01,48629.74,0.192053335256193,0.246238465674933,0.561708199068875,16385.0401194973,16182.3627587061,18474.5407155053,2.21479146443051,-4.9639284267336,3.74913696230307
365,34965.63,40664.7,57128.29,0.184695071354428,0.250163661282713,0.56514126736286,15106.7260234208,16031.5728930376,19740.0825187972,2.24646651015614,-5.06890943263638,3.82244292248022
370,44059.63,49883.49,45115.35,0.187512194744833,0.251630616868321,0.560857188386846,16256.8498530083,15993.9025316901,21368.357647846,2.25102668027317,-5.09244180246548,3.84141512219229
375,41208.63,40914.69,43267.55,0.185396133949541,0.246878041892874,0.567725824157585,17943.8491829975,15223.4596434495,19813.5582858469,2.25435309096676,-5.11301764044239,3.8586645494756
